customer_id,age,snapshot_date,occ_Accountant,occ_Architect,occ_Developer,occ_Doctor,occ_Engineer,occ_Entrepreneur,occ_Journalist,occ_Lawyer,occ_Manager,occ_Mechanic,occ_Media_Manager,occ_Musician,occ_Scientist,occ_Teacher,occ_Unknown,occ_Writer
CUS_0x2855,54.0,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CUS_0x2858,38.0,2023-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2863,46.0,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2869,54.0,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x286a,18.0,2023-12-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x286c,45.0,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x286f,22.0,2024-12-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2876,70.0,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x2877,31.0,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x2878,25.0,2023-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x2879,42.0,2023-05-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x287f,33.0,2023-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2881,26.0,2024-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2883,18.0,2023-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x2887,43.0,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x288b,37.0,2023-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x288d,55.0,2023-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x2890,44.0,2023-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x289b,39.0,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x289d,54.0,2023-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x289e,36.0,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CUS_0x28a3,37.0,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x28a4,29.0,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CUS_0x28a6,49.0,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CUS_0x28a7,31.0,2023-07-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x28b3,27.0,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x28b4,33.0,2023-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x28b5,36.0,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x28ba,37.0,2023-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x28c4,31.0,2025-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x28cb,35.0,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x28d0,26.0,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CUS_0x28d2,26.0,2023-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x28d8,29.0,2023-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x28de,31.0,2023-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x28df,18.0,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUS_0x28e1,23.0,2024-11-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x28e2,26.0,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x28e3,25.0,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x28e7,39.0,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x28ec,33.0,2023-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CUS_0x28ee,42.0,2025-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUS_0x28ef,25.0,2024-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x28f1,28.0,2024-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x28f3,35.0,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x28f5,56.0,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2907,21.0,2023-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUS_0x290b,29.0,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUS_0x290c,33.0,2023-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x290d,33.0,2025-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2910,22.0,2023-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2912,26.0,2023-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2913,54.0,2023-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUS_0x2916,43.0,2024-05-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x291b,29.0,2024-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x2923,19.0,2023-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x2924,18.0,2023-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CUS_0x292b,47.0,2025-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x292d,37.0,2023-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2934,34.0,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x2947,33.0,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x294b,41.0,2023-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x294d,39.0,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUS_0x2950,46.0,2023-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2951,27.0,2023-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x2954,45.0,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CUS_0x2958,19.0,2023-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUS_0x2959,40.0,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CUS_0x295f,22.0,2023-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2963,43.0,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x296f,25.0,2023-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2976,27.0,2023-05-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUS_0x297f,25.0,2023-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUS_0x2982,36.0,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x2984,19.0,2024-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x2985,47.0,2023-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x298e,35.0,2023-06-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CUS_0x298f,53.0,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2991,45.0,2025-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x2993,18.0,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2996,53.0,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x2997,20.0,2023-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x2998,41.0,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x2999,38.0,2023-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x299d,18.0,2023-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x29a2,26.0,2025-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x29a3,40.0,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x29ab,43.0,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CUS_0x29ac,27.0,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CUS_0x29ae,42.0,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x29b1,38.0,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CUS_0x29b2,21.0,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x29b4,23.0,2023-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x29b5,22.0,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x29bf,22.0,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CUS_0x29c0,48.0,2024-12-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x29cd,38.0,2023-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CUS_0x29d2,40.0,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x29d5,33.0,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUS_0x29d8,24.0,2023-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUS_0x29dd,28.0,2023-04-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x29e0,30.0,2023-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x29e1,37.0,2023-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x29e7,18.0,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x29e9,39.0,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUS_0x29ef,32.0,2023-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x29f5,36.0,2023-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x29f9,24.0,2023-09-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x29fa,23.0,2023-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CUS_0x29fd,29.0,2024-05-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x29ff,52.0,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CUS_0x2a03,27.0,2023-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x2a05,18.0,2023-11-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x2a06,41.0,2024-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x2a08,43.0,2023-05-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2a09,40.0,2023-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2a11,25.0,2025-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x2a12,21.0,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUS_0x2a15,37.0,2023-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x2a1b,30.0,2023-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2a23,19.0,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x2a25,35.0,2023-09-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x2a27,29.0,2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x2a2e,26.0,2024-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x2a30,30.0,2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x2a36,28.0,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2a3a,26.0,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x2a45,19.0,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2a46,32.0,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CUS_0x2a47,52.0,2023-12-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2a4e,54.0,2023-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2a52,47.0,2023-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2a55,43.0,2023-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x2a57,20.0,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2a5c,22.0,2023-12-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2a5d,18.0,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CUS_0x2a60,31.0,2023-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x2a61,46.0,2023-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUS_0x2a64,22.0,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x2a66,33.0,2023-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x2a67,44.0,2024-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2a68,46.0,2023-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CUS_0x2a69,53.0,2023-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x2a6b,70.0,2023-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2a70,45.0,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x2a75,43.0,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUS_0x2a77,18.0,2023-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x2a79,34.0,2023-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2a7d,32.0,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x2a83,22.0,2023-05-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2a85,40.0,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x2a86,36.0,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2a8b,46.0,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2a8c,45.0,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2a8e,23.0,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x2a8f,26.0,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x2a91,35.0,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x2a9a,31.0,2023-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2a9f,33.0,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x2aa8,33.0,2024-12-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x2aac,18.0,2023-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x2ab3,18.0,2023-06-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CUS_0x2abb,32.0,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x2abc,19.0,2023-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x2abd,45.0,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x2ac3,26.0,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x2ac8,32.0,2023-09-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2acc,52.0,2023-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUS_0x2ad1,30.0,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2ad2,33.0,2023-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x2ad4,35.0,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUS_0x2ad5,23.0,2023-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUS_0x2ad6,18.0,2023-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUS_0x2ad8,45.0,2024-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUS_0x2adf,41.0,2023-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x2ae8,21.0,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2ae9,41.0,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2aed,44.0,2023-09-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2af3,23.0,2024-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x2aff,33.0,2023-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x2b00,51.0,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUS_0x2b05,30.0,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x2b06,20.0,2023-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUS_0x2b09,46.0,2024-12-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2b11,27.0,2024-04-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x2b15,37.0,2023-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x2b17,26.0,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUS_0x2b1a,39.0,2023-11-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUS_0x2b1c,47.0,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUS_0x2b29,34.0,2023-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CUS_0x2b2a,34.0,2023-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x2b2b,24.0,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUS_0x2b2c,52.0,2025-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x2b2d,29.0,2023-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2b39,46.0,2023-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUS_0x2b3b,33.0,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x2b3c,47.0,2023-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2b4c,35.0,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x2b51,26.0,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CUS_0x2b52,70.0,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2b54,25.0,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x2b57,37.0,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUS_0x2b58,33.0,2023-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2b59,26.0,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2b5d,19.0,2023-12-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x2b60,33.0,2023-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CUS_0x2b61,41.0,2023-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUS_0x2b62,39.0,2024-09-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2b6a,38.0,2025-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x2b6e,33.0,2023-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2b73,36.0,2023-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x2b76,37.0,2023-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2b77,21.0,2023-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2b7a,44.0,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2b7d,18.0,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2b7e,28.0,2023-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2b83,34.0,2023-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x2b84,39.0,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CUS_0x2b8a,45.0,2023-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x2b8c,26.0,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2b8e,33.0,2024-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x2b94,48.0,2023-05-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2b98,21.0,2025-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x2b99,41.0,2023-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x2b9e,22.0,2023-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2b9f,70.0,2023-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x2ba1,31.0,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x2ba4,28.0,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x2ba8,34.0,2023-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUS_0x2ba9,31.0,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x2baf,37.0,2023-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x2bb0,49.0,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x2bb2,31.0,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CUS_0x2bb5,29.0,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2bba,18.0,2023-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2bc0,31.0,2023-09-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUS_0x2bc4,32.0,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CUS_0x2bc7,18.0,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x2bc8,33.0,2023-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2bc9,43.0,2023-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2bcb,34.0,2023-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x2bce,28.0,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x2bd2,49.0,2023-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUS_0x2bdc,29.0,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CUS_0x2bdd,33.0,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUS_0x2be1,32.0,2024-05-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x2be8,70.0,2023-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x2beb,32.0,2024-02-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x2bec,22.0,2023-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x2bed,25.0,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2bf1,18.0,2023-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x2bf3,47.0,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUS_0x2bf4,53.0,2023-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x2bf6,33.0,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUS_0x2bf7,45.0,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2bfa,44.0,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUS_0x2bfb,24.0,2023-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x2bfc,27.0,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x2bfe,28.0,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUS_0x2c04,19.0,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUS_0x2c06,29.0,2023-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
